scenario,type,method,domain,url_redacted
doradobet_pwa_mobile,Script,GET,static.app.delivery,https://static.app.delivery/sdks/web/optimove-worker.js
doradobet_pwa_mobile,Script,GET,sdk.optimove.net,https://sdk.optimove.net/websdk/?tenant_id=1906&tenant_token=[REDACTED_TOKEN]
doradobet_pwa_mobile,Other,OPTIONS,stream-1906.optimove.net,https://stream-1906.optimove.net/
doradobet_pwa_mobile,XHR,GET,sdkuaservice.optimove.net,https://sdkuaservice.optimove.net/
doradobet_pwa_mobile,Script,GET,static.app.delivery,https://static.app.delivery/sdks/web/optimove-web-bundle.js
doradobet_pwa_mobile,Fetch,POST,stream-1906.optimove.net,https://stream-1906.optimove.net/
doradobet_pwa_mobile,Fetch,GET,push-us-east-1.kumulos.com,https://push-us-east-1.kumulos.com/v2/web/config?tenantId=1906&installId=[REDACTED]
doradobet_pwa_mobile,Other,OPTIONS,push-us-east-1.kumulos.com,https://push-us-east-1.kumulos.com/v2/web/config?tenantId=1906&installId=[REDACTED]
doradobet_pwa_mobile,Script,GET,a.mgid.com,https://a.mgid.com/mgsensor.js?d=1780274325724&source=gtm
doradobet_pwa_mobile,Script,GET,tm.ads.sportradar.com,https://tm.ads.sportradar.com/dist/tag-manager.js?id=STM-AAAAKI
doradobet_pwa_mobile,Script,GET,dynamic.criteo.com,https://dynamic.criteo.com/js/ld/ld.js?a=126083&a=126082&a=125840&a=125813&a=126084&a=125839
doradobet_pwa_mobile,Fetch,POST,events-us-east-1.kumulos.com,https://events-us-east-1.kumulos.com/v1/app-installs/c0dd03c7-2cbe-4c2a-9706-6b0a32d50698/events
doradobet_pwa_mobile,Other,OPTIONS,events-us-east-1.kumulos.com,https://events-us-east-1.kumulos.com/v1/app-installs/c0dd03c7-2cbe-4c2a-9706-6b0a32d50698/events
doradobet_pwa_mobile,Script,GET,tracker.ads.sportradar.com,https://tracker.ads.sportradar.com/dist/tracker.js
doradobet_pwa_mobile,Script,GET,a.sportradarserving.com,https://a.sportradarserving.com/pixel?type=js&aid=1251&id=3281
doradobet_pwa_mobile,Fetch,POST,realtime-1906.optimove.net,https://realtime-1906.optimove.net/reportEvent
doradobet_pwa_mobile,Other,OPTIONS,realtime-1906.optimove.net,https://realtime-1906.optimove.net/reportEvent
doradobet_pwa_mobile,Script,GET,tracker.ads.sportradar.com,https://tracker.ads.sportradar.com/dist//sp-3.8.0.js
doradobet_pwa_mobile,Script,GET,track.adform.net,https://track.adform.net/Serving/Cookie/?adfaction=getjs;adfcookname=uid
doradobet_pwa_mobile,Script,GET,a2.adform.net,https://a2.adform.net/serving/scripts/trackpoint/async/
doradobet_pwa_mobile,Document,GET,bit.ly,https://bit.ly/3tv3Jxc
doradobet_pwa_mobile,Document,GET,bit.ly,https://bit.ly/3RnpeIp
doradobet_pwa_mobile,Script,GET,acdn.adnxs.com,https://acdn.adnxs.com/dmp/up/pixie.js
doradobet_pwa_mobile,Image,GET,a.mgid.com,https://a.mgid.com/1x1.gif?id=965881&type=c&tg=&r=https%3A%2F%2Fdoradobet.com%2Flanding%2Fapp-pwa&nv=1&clid=&d=1780274326600
doradobet_pwa_mobile,Document,GET,gum.criteo.com,https://gum.criteo.com/syncframe?topUrl=doradobet.com&origin=onetag
doradobet_pwa_mobile,Document,GET,chaturbate.com,https://chaturbate.com/in/?tour=grq0&campaign=Bxm5E&track=doradobet.com
doradobet_pwa_mobile,Document,GET,go.xlviiirdr.com,https://go.xlviiirdr.com/api/goToTheTag?sourceId=doradobet.com&userId=[REDACTED]&tag=girls/latin&showModal=signup
doradobet_pwa_mobile,Script,GET,s2.adform.net,https://s2.adform.net/banners/scripts/st/trackpoint-async.js
doradobet_pwa_mobile,Document,GET,chaturbate.com,https://chaturbate.com/?join_overlay=1&campaign=Bxm5E&tour=grq0&track=doradobet.com&disable_sound=0
doradobet_pwa_mobile,Script,GET,a2.adform.net,https://a2.adform.net/Serving/TrackPoint/?pm=3165913&ADFPageName=%2Flanding%2Fapp-pwa&ADFdivider=%7C&ord=525490369204&ADFtpmode=2&itm=eyJzdjEiOltdfQ&loc=https%3A%2F%2Fdoradobet.com%2Flanding%2Fapp-pwa&Set1=es-419%7Ces-419%7C390x844%7C24
doradobet_pwa_mobile,Script,GET,a2.adform.net,https://a2.adform.net/Serving/TrackPoint/?CC=1&pm=3165913&ADFPageName=%2Flanding%2Fapp-pwa&ADFdivider=%7C&ord=525490369204&ADFtpmode=2&itm=eyJzdjEiOltdfQ&loc=https%3A%2F%2Fdoradobet.com%2Flanding%2Fapp-pwa&Set1=es-419%7Ces-419%7C390x844%7C24
doradobet_pwa_mobile,Document,GET,c1.adform.net,https://c1.adform.net/imatch/pixels?bt=0&uid=[REDACTED]&agencyId=9009&advertiserId=2176198&src=tp&rnd=330440
doradobet_pwa_mobile,Image,GET,a1.seadform.net,https://a1.seadform.net/serving/cookie/sync/?uid=[REDACTED]&stamp=xQb8RI89sx8DvP-67D9Y4w2
doradobet_pwa_mobile,Fetch,GET,ib.adnxs.com,https://ib.adnxs.com/pixie/up?pi=40457eb2-208e-4b49-837d-1e60b0766b55
doradobet_pwa_mobile,Image,GET,ib.adnxs.com,https://ib.adnxs.com/pixie?e=PageView&pi=40457eb2-208e-4b49-837d-1e60b0766b55&it=1780274327763&v=0.0.45&u=https%3A%2F%2Fdoradobet.com%2Flanding%2Fapp-pwa&st=1780274327763&et=1780274328236&if=0&uetmsmid=5a47934e-0521-47b4-8fb9-3884c60ff4a3&asce=0&ascc=0&tcfhl=0&tcfe=0&tcfgdpr=0&tcfc=0
doradobet_pwa_mobile,Script,GET,sslwidget.criteo.com,https://sslwidget.criteo.com/event?a=%5B126083%2C126082%2C125840%2C125813%2C126084%2C125839%5D&v=5.46.0&csp-nonce=undefined&p0=e%3Dvpg&bundle=wybCq18yNm0xa3glMkZVd3ZKV2tzSmo2amY0VUNhNE9LMmglMkJubUp1dzloOVhUVjN3SXExSVJlR1RnZ0lxZmptMW1SczlHeTMwMXZWcU5PcnE0aW0lMkZCQXVGNlhxc3YlMkZqUW8lMkJsM21oNmg0VzF4M2ZSeThIem8lMkJWNnU4SyUyQmIlMkJBNExBRXVYSHRySG02VUFYVkFOa1VmMzRYTmRzVTJBJTNEJTNE&sc=%7B%22fbp%22%3A%22fb.1.1780274326434.1738022205%22%2C%22ttp%22%3A%2201KT09WVCCBNTG3883SAH7BC5A_.tt.1%22%7D&tld=doradobet.com&dy=1&fu=https%253A%252F%252Fdoradobet.com%252Flanding%252Fapp-pwa&ceid=60465b16-058e-4bf7-851b-d0072a18fbed
doradobet_register_desktop,Script,GET,fpjscdn.net,https://fpjscdn.net/v4/PmGJOlgFXlEl6IqCC6Bi
doradobet_register_desktop,Fetch,GET,api.fpjs.io,https://api.fpjs.io/xridvya/qAo6p?q=PmGJOlgFXlEl6IqCC6Bi
doradobet_register_desktop,Fetch,POST,api.fpjs.io,https://api.fpjs.io/?ci=js/4.0.3&q=PmGJOlgFXlEl6IqCC6Bi
doradobet_register_desktop,Script,GET,static.app.delivery,https://static.app.delivery/sdks/web/optimove-worker.js
doradobet_register_desktop,Script,GET,sdk.optimove.net,https://sdk.optimove.net/websdk/?tenant_id=1906&tenant_token=[REDACTED_TOKEN]
doradobet_register_desktop,Script,GET,a.mgid.com,https://a.mgid.com/mgsensor.js?d=1780274305723&source=gtm
doradobet_register_desktop,Script,GET,tm.ads.sportradar.com,https://tm.ads.sportradar.com/dist/tag-manager.js?id=STM-AAAAKI
doradobet_register_desktop,Script,GET,dynamic.criteo.com,https://dynamic.criteo.com/js/ld/ld.js?a=126083&a=126082&a=125840&a=125813&a=126084&a=125839
doradobet_register_desktop,XHR,GET,sdkuaservice.optimove.net,https://sdkuaservice.optimove.net/
doradobet_register_desktop,Script,GET,static.app.delivery,https://static.app.delivery/sdks/web/optimove-web-bundle.js
doradobet_register_desktop,Fetch,POST,stream-1906.optimove.net,https://stream-1906.optimove.net/
doradobet_register_desktop,Other,OPTIONS,stream-1906.optimove.net,https://stream-1906.optimove.net/
doradobet_register_desktop,Fetch,GET,push-us-east-1.kumulos.com,https://push-us-east-1.kumulos.com/v2/web/config?tenantId=1906&installId=[REDACTED]
doradobet_register_desktop,Other,OPTIONS,push-us-east-1.kumulos.com,https://push-us-east-1.kumulos.com/v2/web/config?tenantId=1906&installId=[REDACTED]
doradobet_register_desktop,Script,GET,tracker.ads.sportradar.com,https://tracker.ads.sportradar.com/dist/tracker.js
doradobet_register_desktop,Script,GET,a.sportradarserving.com,https://a.sportradarserving.com/pixel?type=js&aid=1251&id=3281
doradobet_register_desktop,Script,GET,tracker.ads.sportradar.com,https://tracker.ads.sportradar.com/dist//sp-3.8.0.js
doradobet_register_desktop,Script,GET,acdn.adnxs.com,https://acdn.adnxs.com/dmp/up/pixie.js
doradobet_register_desktop,Script,GET,track.adform.net,https://track.adform.net/Serving/Cookie/?adfaction=getjs;adfcookname=uid
doradobet_register_desktop,Script,GET,a2.adform.net,https://a2.adform.net/serving/scripts/trackpoint/async/
doradobet_register_desktop,Image,GET,a.mgid.com,https://a.mgid.com/1x1.gif?id=965881&type=c&tg=&r=https%3A%2F%2Fdoradobet.com%2Fregistro&nv=1&clid=&d=1780274306574
doradobet_register_desktop,Other,OPTIONS,events-us-east-1.kumulos.com,https://events-us-east-1.kumulos.com/v1/app-installs/a9575d74-1ff6-4574-af5a-bdca6a13ffe4/events
doradobet_register_desktop,Fetch,POST,events-us-east-1.kumulos.com,https://events-us-east-1.kumulos.com/v1/app-installs/a9575d74-1ff6-4574-af5a-bdca6a13ffe4/events
doradobet_register_desktop,Other,OPTIONS,realtime-1906.optimove.net,https://realtime-1906.optimove.net/reportEvent
doradobet_register_desktop,Fetch,POST,realtime-1906.optimove.net,https://realtime-1906.optimove.net/reportEvent
doradobet_register_desktop,Fetch,GET,ib.adnxs.com,https://ib.adnxs.com/pixie/up?pi=40457eb2-208e-4b49-837d-1e60b0766b55
doradobet_register_desktop,Document,GET,gum.criteo.com,https://gum.criteo.com/syncframe?topUrl=doradobet.com&origin=onetag
doradobet_register_desktop,Script,GET,a.sportradarserving.com,https://a.sportradarserving.com/ul_cb/pixel?type=js&aid=1251&id=3281
doradobet_register_desktop,Image,GET,x.bidswitch.net,https://x.bidswitch.net/sync?dsp_id=409&expires=14&user_group=2&user_id=[REDACTED]&cb=6e94fd48-d89d-43cf-9701-466d5dd29921
doradobet_register_desktop,Image,GET,x.bidswitch.net,https://x.bidswitch.net/sync?dsp_id=409&expires=14&user_group=2&user_id=[REDACTED]&cb=1d40e7cf-27bd-4837-85bc-a93c0fdf9eaa
doradobet_register_desktop,Image,GET,x.bidswitch.net,https://x.bidswitch.net/sync?dsp_id=409&expires=14&user_group=2&user_id=[REDACTED]&cb=2bfca206-e9c2-4acc-b75d-673a35a7118c
doradobet_register_desktop,Image,GET,x.bidswitch.net,https://x.bidswitch.net/syncd?dsp_id=409&user_id=[REDACTED]&user_group=2&redir=%2F%2Fuse.sportradarserving.com%2Fbsw_sync%3Fbsw_uid%3D%24%7BBSW_UID%7D
doradobet_register_desktop,Image,GET,ib.adnxs.com,https://ib.adnxs.com/pixie?e=PageView&pi=40457eb2-208e-4b49-837d-1e60b0766b55&it=1780274306623&v=0.0.45&u=https%3A%2F%2Fdoradobet.com%2Fregistro&st=1780274306623&et=1780274307108&if=0&uetmsmid=b57284bf-aa57-4e47-9ffb-5d43b01ed064&asce=0&ascc=0&tcfhl=0&tcfe=0&tcfgdpr=0&tcfc=0
doradobet_register_desktop,Script,GET,s2.adform.net,https://s2.adform.net/banners/scripts/st/trackpoint-async.js
doradobet_register_desktop,Image,GET,x.bidswitch.net,https://x.bidswitch.net/ul_cb/sync?dsp_id=409&expires=14&user_group=2&user_id=[REDACTED]&cb=6e94fd48-d89d-43cf-9701-466d5dd29921
doradobet_register_desktop,Image,GET,x.bidswitch.net,https://x.bidswitch.net/ul_cb/syncd?dsp_id=409&user_id=[REDACTED]&user_group=2&redir=%2F%2Fuse.sportradarserving.com%2Fbsw_sync%3Fbsw_uid%3D%24%7BBSW_UID%7D
doradobet_register_desktop,Image,GET,x.bidswitch.net,https://x.bidswitch.net/ul_cb/sync?dsp_id=409&expires=14&user_group=2&user_id=[REDACTED]&cb=1d40e7cf-27bd-4837-85bc-a93c0fdf9eaa
doradobet_register_desktop,Script,GET,a2.adform.net,https://a2.adform.net/Serving/TrackPoint/?pm=3165913&ADFPageName=%2Fregistro&ADFdivider=%7C&ord=770447413652&ADFtpmode=2&itm=eyJzdjEiOltdfQ&loc=https%3A%2F%2Fdoradobet.com%2Fregistro&Set1=es-419%7Ces-419%7C800x600%7C24
doradobet_register_desktop,Script,GET,a2.adform.net,https://a2.adform.net/Serving/TrackPoint/?pm=3165913&ADFPageName=DoradoBet_Registration%20Attempt&ADFdivider=%7C&ord=321962617326&ADFtpmode=2&loc=https%3A%2F%2Fdoradobet.com%2Fregistro&Set1=es-419%7Ces-419%7C800x600%7C24
doradobet_register_desktop,Image,GET,cks.connatix.com,https://cks.connatix.com/cks?pid=47&ev={cnxId}&pname=BidSwitch&api-tier=1&uid=[REDACTED]&gdpr=&gdpr_consent=&us_privacy=
doradobet_register_desktop,Image,GET,use.sportradarserving.com,https://use.sportradarserving.com/bsw_sync?bsw_uid=[REDACTED]
doradobet_register_desktop,Script,GET,a2.adform.net,https://a2.adform.net/Serving/TrackPoint/?CC=1&pm=3165913&ADFPageName=DoradoBet_Registration%20Attempt&ADFdivider=%7C&ord=321962617326&ADFtpmode=2&loc=https%3A%2F%2Fdoradobet.com%2Fregistro&Set1=es-419%7Ces-419%7C800x600%7C24
doradobet_register_desktop,Script,GET,a2.adform.net,https://a2.adform.net/Serving/TrackPoint/?CC=1&pm=3165913&ADFPageName=%2Fregistro&ADFdivider=%7C&ord=770447413652&ADFtpmode=2&itm=eyJzdjEiOltdfQ&loc=https%3A%2F%2Fdoradobet.com%2Fregistro&Set1=es-419%7Ces-419%7C800x600%7C24
doradobet_register_desktop,Document,GET,a2.adform.net,https://a2.adform.net/serving/container/?pm=3165913&lid=141311976&ctype=0&media=0&PageName=DoradoBet_Registration+Attempt&rnd=1715822879&cpref=&loc=https%3a%2f%2fdoradobet.com%2fregistro
doradobet_register_desktop,Script,GET,sslwidget.criteo.com,https://sslwidget.criteo.com/event?a=%5B126083%2C126082%2C125840%2C125813%2C126084%2C125839%5D&v=5.46.0&csp-nonce=undefined&p0=e%3Dvpg&sc=%7B%22fbp%22%3A%22fb.1.1780274306566.2775258062%22%2C%22ttp%22%3A%2201KT09W7YZ6BQ5KW7NX51J6V9Z_.tt.1%22%7D&tld=doradobet.com&dy=1&fu=https%253A%252F%252Fdoradobet.com%252Fregistro&ceid=0dd5a58a-76e5-40f4-b95f-36aef6ee27dc
futbol_espn_desktop_click,XHR,GET,ng0pr.envivoslatam.org,https://ng0pr.envivoslatam.org/espn/tracks-v1a1/mono.m3u8?ip=[REDACTED_IP]&token=[REDACTED_TOKEN]
futbol_espn_desktop_click,XHR,GET,ng0pr.envivoslatam.org,https://ng0pr.envivoslatam.org/espn/tracks-v1a1/mono.m3u8?ip=[REDACTED_IP]&token=[REDACTED_TOKEN]
futbol_espn_mobile_click,XHR,GET,smjt9q.envivoslatam.org,https://smjt9q.envivoslatam.org/espn/tracks-v1a1/mono.m3u8?ip=[REDACTED_IP]&token=[REDACTED_TOKEN]
futbol_espn_mobile_click,XHR,GET,smjt9q.envivoslatam.org,https://smjt9q.envivoslatam.org/espn/tracks-v1a1/2026/06/01/00/38/22-05539.ts?token=[REDACTED_TOKEN]
futbol_espn_mobile_click,XHR,GET,smjt9q.envivoslatam.org,https://smjt9q.envivoslatam.org/espn/tracks-v1a1/2026/06/01/00/38/28-05372.ts?token=[REDACTED_TOKEN]
futbol_espn_mobile_click,XHR,GET,smjt9q.envivoslatam.org,https://smjt9q.envivoslatam.org/espn/tracks-v1a1/mono.m3u8?ip=[REDACTED_IP]&token=[REDACTED_TOKEN]
futbol_home_desktop,Script,GET,acscdn.com,https://acscdn.com/script/aclib.js
futbol_home_desktop,Script,GET,acscdn.com,https://acscdn.com/script/suv5.js
futbol_home_desktop,Ping,POST,usrpubtrk.com,https://usrpubtrk.com/ut/hb.php?cb=0.012239524526996504&v=1
futbol_home_desktop,Fetch,GET,adexchangerapid.com,https://adexchangerapid.com/script/suurl5.php?r=10652966&chu=%22Chromium%22%3Bv%3D148%2C%20%22Google%20Chrome%22%3Bv%3D148%2C%20%22Not%2FA)Brand%22%3Bv%3D99&chmob=%3F0&chp=macOS&chpv=26.5.0&chuafv=148.0.7778.97&cbur=0.09130685301737651&cbiframe=0&cbWidth=1280&cbHeight=633&cbtitle=F%C3%BAtbol%20Libre%20-%20Ver%20Partidos%20de%20F%C3%BAtbol%20y%20Canales%20de%20Futbol%20en%20Vivo%20Gratis&cbpage=https%3A%2F%2Ffutbol-libre.su%2F&cbref=&cbdescription=En%20Futbol%20Libre%20Puedes%20ver%20Partidos%20de%20Futbol%20y%20Canales%20de%20Futbol%20online%20en%20vivo%20y%20directo.%20Ver%20partidos%20de%20F%C3%BAtbol%20Libre%20Copa%20Libertadores%2C%20Copa%20Sudamericana%2C%20Boca%20Juniors%20y%20River%20Plate%2C%20Fox%20Sports%2C%20TNT%20Sports%2C%20ESPN%2C%20DIRECTV%20y%20TyC%20Canales%20Gratis.&cbkeywords=&cbcdn=acscdn.com&ufp=MacIntel%2FMozilla%2FNetscape%2Ftrue%2Ffalse%2FGoogle%20Inc.800x600240es-419161024%20bits&ts=1780274199735&srs=815906753195e4435548257be14e5c2d&atv=82.0-pa&btp=0.99
